,task_id,T,x(Cr),x(Cr@B2),x(Cr@Bcc),x(Cr@CBCC_A12),x(Cr@Hcp),x(Cr@Laves_C14),x(Cr@Laves_C15),x(Cr@Laves_C36),x(Cr@Liquid),x(Cr@Sigma),x(Mn),x(Mn@Bcc),x(Mn@Beta_TiMn),x(Mn@CBCC_A12),x(Mn@Laves_C14),x(Mn@Laves_C15),x(Mn@Laves_C36),x(Mn@Liquid),x(Mn@Mn3Ti),x(Mn@Mn4Ti),x(Mn@Sigma),x(Nb),x(Nb@B2),x(Nb@Bcc#1),x(Nb@Bcc#2),x(Nb@Bcc),x(Nb@Laves_C14),x(Nb@Laves_C15),x(Nb@Laves_C36),x(Nb@Liquid),x(Ti),x(Ti@Bcc#1),x(Ti@Bcc#2),x(Ti@Bcc),x(Ti@Beta_TiMn),x(Ti@CBCC_A12),x(Ti@Laves_C14),x(Ti@Laves_C15),x(Ti@Laves_C36),x(Ti@Liquid),x(Ti@Mn3Ti),x(Ti@Mn4Ti),x(V),x(V@Bcc#1),x(V@Bcc#2),x(V@Bcc),x(V@Hcp),x(V@Laves_C14),x(V@Laves_C15),x(V@Laves_C36),x(V@Liquid),x(Zr),x(Zr@Bcc#1),x(Zr@Bcc#2),x(Zr@Bcc),x(Zr@Hcp),x(Zr@Laves_C14),x(Zr@Laves_C15),x(Zr@Laves_C36),x(Zr@Liquid),w(Cr),w(Cr@B2),w(Cr@Bcc),w(Cr@CBCC_A12),w(Cr@Hcp),w(Cr@Laves_C14),w(Cr@Laves_C15),w(Cr@Laves_C36),w(Cr@Liquid),w(Cr@Sigma),w(Mn),w(Mn@Bcc),w(Mn@Beta_TiMn),w(Mn@CBCC_A12),w(Mn@Laves_C14),w(Mn@Laves_C15),w(Mn@Laves_C36),w(Mn@Liquid),w(Mn@Mn3Ti),w(Mn@Mn4Ti),w(Mn@Sigma),w(Nb),w(Nb@B2),w(Nb@Bcc#1),w(Nb@Bcc#2),w(Nb@Bcc),w(Nb@Laves_C14),w(Nb@Laves_C15),w(Nb@Laves_C36),w(Nb@Liquid),w(Ti),w(Ti@Bcc#1),w(Ti@Bcc#2),w(Ti@Bcc),w(Ti@Beta_TiMn),w(Ti@CBCC_A12),w(Ti@Laves_C14),w(Ti@Laves_C15),w(Ti@Laves_C36),w(Ti@Liquid),w(Ti@Mn3Ti),w(Ti@Mn4Ti),w(V),w(V@Bcc#1),w(V@Bcc#2),w(V@Bcc),w(V@Hcp),w(V@Laves_C14),w(V@Laves_C15),w(V@Laves_C36),w(V@Liquid),w(Zr),w(Zr@Bcc#1),w(Zr@Bcc#2),w(Zr@Bcc),w(Zr@Hcp),w(Zr@Laves_C14),w(Zr@Laves_C15),w(Zr@Laves_C36),w(Zr@Liquid),P,log10(P),phase_name,G,H,S,G(@Bcc),H(@Bcc),S(@Bcc),G(@Laves_C15),H(@Laves_C15),S(@Laves_C15),G(@Laves_C36),H(@Laves_C36),S(@Laves_C36),G(@Laves_C14),H(@Laves_C14),S(@Laves_C14),G(@Liquid),H(@Liquid),S(@Liquid),G(@Bcc#1),G(@Bcc#2),H(@Bcc#1),H(@Bcc#2),S(@Bcc#1),S(@Bcc#2),G(@Hcp),H(@Hcp),S(@Hcp),G(@Beta_TiMn),H(@Beta_TiMn),S(@Beta_TiMn),G(@B2),H(@B2),S(@B2),G(@CBCC_A12),H(@CBCC_A12),S(@CBCC_A12),G(@Sigma),H(@Sigma),S(@Sigma),G(@Mn3Ti),G(@Mn4Ti),H(@Mn3Ti),H(@Mn4Ti),S(@Mn3Ti),S(@Mn4Ti),f(@B2),f(@Bcc#1),f(@Bcc#2),f(@Bcc),f(@Beta_TiMn),f(@CBCC_A12),f(@Hcp),f(@Laves_C14),f(@Laves_C15),f(@Laves_C36),f(@Liquid),f(@Mn3Ti),f(@Mn4Ti),f(@Sigma)
34,1027,1200.0,,,,,,,,,,,10.0,2.48637306,,,,,,11.6669,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,9.370961836,,,,,22.358,70.0,,,88.1426651,,,,,65.9751,,,,,,,,,,,6.90705,1.578291434,,,,,,8.21903,,,,,,,,,,,,,,,,,,,,,,,,,12.8093,,,5.515796354,,,,,14.605,80.2836,,,92.90591221,,,,,77.1759,1.0,5.0,Liquid+Bcc,-96352.38297,47161.60277,97.419805,-94212.22008,39010.50936,90.43392013,,,,,,,,,,-96827.17269,48969.90223,98.96960589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1815672381,,,,,,,0.818433,,,
35,1028,1200.0,60.0,,60.0,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,30.0,,,,,,,,,,,,,,,60.0254,,60.0254,,,,,,,,10.5703,10.5703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4043,,,29.4043,,,,,,,,,,,,,,,1.0,5.0,Bcc,-85395.61005,33738.7398,80.87048152,-85395.61005,33738.7398,80.87048152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
36,1029,1200.0,50.0,,51.2149,,,27.45789659,58.68083255,,,,10.0,8.88835,,,34.04991972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,38.7112,,5.06394834,10.11418275,,,10.0,,,1.18553,,33.42823535,31.20498469,,,46.5107,,50.9031,,,21.61296703,47.57750438,,,,9.82847,9.33408,,,28.31823153,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3407,,,37.6956,,3.90519252,8.0341927,,,16.3201,,,2.06728,,46.16360892,44.38830292,,,1.0,5.0,Bcc+Laves_C15+Laves_C14,-89730.9704,28220.62477,80.06760694,-87252.0363,33874.71542,82.22295878,-91359.54199,12167.73077,70.27612447,,,,-103535.0307,17271.65964,82.0056955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.714316,,,,0.1072223097,0.1784620354,,,,,
37,103,1200.0,20.0,,11.32183879,,,,20.2773,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,18.78691962,,,,9.71927,,,,,40.0,,,60.10560388,,,39.3577,,,30.0,,,9.785637718,,,30.6458,,,16.5247,,10.81596083,,,,16.6818,,,,,,,,,,,,,,,,,,,,,,,,7.60831,,,16.52676771,,,,7.36294,,,,,32.3795,,,56.25604033,,,31.7226,,,43.4875,,,16.40123113,,,44.2327,,,1.0,5.0,Laves_C15+Bcc,-92499.60959,28280.10901,81.98738662,-88987.15174,37093.73949,85.58591537,-92611.82646,27998.52897,81.87241994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03095915608,,,,,0.969041,,,,,
38,1030,1200.0,40.0,,36.834,,,23.33431776,49.49682275,44.17816262,,,10.0,8.18501,,,32.20049354,0.0,22.22162735,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,52.9058,,10.84747695,19.29683238,0.002272114058,,20.0,,,2.07519,,33.61771175,31.20634486,33.59793792,,34.7685,,36.4851,,,18.37858786,40.19157474,34.89448511,,,9.18395,8.56621,,,26.79677127,0.0,18.54504601,,,,,,,,,,,,,,,,,,,,,,,,,,25.5478,,,51.3424,,8.370508147,15.35146339,0.001758269045,,30.4997,,,3.60631,,46.45413272,44.45696187,46.55871061,,1.0,5.0,Bcc+Laves_C36+Laves_C15+Laves_C14,-93035.52989,22828.57765,78.65058381,-88584.1823,33601.35098,82.94167822,-92153.42754,15479.05602,73.0628134,-99655.98324,10261.4031,74.61384539,-103450.4055,18545.13148,82.81270543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.403965,,,,0.1506002367,0.3624462299,0.08298842971,,,,
39,1031,1200.0,30.0,,24.43702063,,,17.89042435,37.2988,,,,10.0,7.626137133,,,29.30037218,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,64.59822497,,18.63058983,31.0675,,,30.0,,,3.338617263,,34.17861363,31.6337,,,24.4716,,24.04252256,,,14.07963139,30.2662,,,,8.61875,7.927555611,,,24.36389336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9756,,,62.26706822,,14.36492306,24.6987,,,42.9341,,,5.762853612,,47.19155219,45.0351,,,1.0,5.0,Laves_C15+Laves_C14+Bcc,-95079.32566,21283.11389,78.98886029,-88518.03605,33521.51439,82.84258252,-92063.40334,19886.60186,75.99362265,,,,-102484.544,20571.37307,83.53251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08641093738,,,,0.3188020319,0.594787,,,,,
40,1032,1200.0,20.0,,,,,15.81823653,32.59965663,,10.5799,,10.0,,,,27.54479852,0.0,,16.3205,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,21.86077255,35.01266764,,26.7785,40.0,,,,,34.7761924,32.38767573,,46.3211,15.3686,,,,,12.42087531,26.34849908,,7.818,,8.11909,,,,22.85265413,0.0,,12.7424,,,,,,,,,,,,,,,,,,,,,,,,,22.5856,,,,,16.81766506,27.72516332,,19.3868,53.9267,,,,,47.9088055,45.9263376,,60.0528,1.0,5.0,Liquid+Laves_C15+Laves_C14,-96014.75221,36049.27643,89.64737375,,,,-91842.23835,21545.49946,76.9695807,,,,-101750.4539,21813.00429,83.87703779,-98780.78523,48440.93978,99.93668331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04378367156,0.4173865321,,0.53883,,,
41,1033,1200.0,10.0,,,,,,23.83018278,,8.79146,,10.0,,,,,0.0,,10.8738,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,42.88998252,,28.8736,50.0,,,,,,33.27983471,,51.4611,7.26323,,,,,,19.18102575,,6.33142,,7.67419,,,,,0.0,,8.27421,,,,,,,,,,,,,,,,,,,,,,,,,21.348,,,,,,33.82255258,,20.3727,63.7146,,,,,,46.99642167,,65.0217,1.0,5.0,Liquid+Laves_C15,-96486.91963,46796.62475,97.26337737,,,,-90911.04502,25012.80755,78.69113978,,,,,,,-96974.16568,48700.19677,98.88630651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08036225516,,0.919638,,,
42,1034,1200.0,,,,,,,,,,,10.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,30.0,60.0,,,,,,,,60.0,,,,,,,,,,,7.27552,,,,,,,7.27551,,,,,,,,,,,,,,,,,,,,,,,,,20.239,,,,,,,,20.239,72.4855,,,,,,,,72.4855,1.0,5.0,Liquid,-95148.53602,48757.31489,97.68580994,,,,,,,,,,,,,-95148.53602,48757.31489,97.68580994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
43,1035,1200.0,50.0,,50.0,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,40.0,,,,,,,,,,,,,,,50.1228,,50.1228,,,,,,,,10.5918,10.5918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2854,,,39.2854,,,,,,,,,,,,,,,1.0,5.0,Bcc,-87225.91036,33568.16203,81.99713023,-87225.91036,33568.16203,81.99713023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
44,1036,1200.0,40.0,,37.8426,,,,50.15703306,44.6090296,,,10.0,8.00208,,,,0.0,21.80302862,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,52.1784,,,18.66924944,0.002536316813,,10.0,,,1.97688,,,31.1737175,33.58540547,,37.2789,,37.5101,,,,40.73160137,35.24403584,,,9.84704,8.38055,,,,0.0,18.20046957,,,,,,,,,,,,,,,,,,,,,,,,,,36.5232,,,50.6715,,,14.8536286,0.001963235576,,16.3509,,,3.43784,,,44.41477003,46.55353135,,1.0,5.0,Bcc+Laves_C36+Laves_C15,-90795.04981,27920.4667,80.58617012,-88467.1396,33604.90175,82.86463792,-92120.36995,15256.27617,72.88914647,-99509.09183,10302.47771,74.5420151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.740638,,,,,0.07253689274,0.1868253172,,,,
45,1037,1200.0,30.0,,27.062,,,19.24501972,40.3198018,,,,10.0,7.75093,,,30.07517293,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,62.1691,,16.68738356,28.18655714,,,20.0,,,3.01798,,33.99242379,31.49364106,,,26.1224,,26.6738,,,15.15251374,32.73009204,,,,9.20016,8.07202,,,25.01942757,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1239,,,60.0352,,12.87243272,22.41697081,,,30.5535,,,5.21893,,46.95562598,44.85293715,,,1.0,5.0,Bcc+Laves_C15+Laves_C14,-93052.93216,25284.76699,80.32970108,-88630.13496,33494.9404,82.90063833,-92186.02776,18776.13828,75.32306014,,,,-102802.0887,20025.32353,83.3773969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.423236,,,,0.2234243997,0.3533393754,,,,,
46,1038,1200.0,20.0,,19.44338353,,,14.92869806,30.75973528,,10.4171,,10.0,7.376407282,,,27.42534155,0.0,,16.1949,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,69.13168648,,22.9017958,37.21607442,,29.0776,30.0,,,4.048522708,,34.74416459,32.02419029,,44.3104,16.3414,,19.04899489,,,11.7271781,24.92563681,,7.78812,,8.63303,7.635685287,,,22.76284501,0.0,,12.7928,,,,,,,,,,,,,,,,,,,,,,,,,32.0204,,,66.35649381,,17.62573275,29.54610841,,21.2985,43.0052,,,6.958826011,,47.88424414,45.52825479,,58.1206,1.0,5.0,Liquid+Bcc+Laves_C15+Laves_C14,-94149.30077,32939.99645,86.270439,-88143.58189,33685.42532,82.69966209,-91593.07149,22347.34204,77.34474665,,,,-101607.7916,21902.05683,83.84064654,-98348.66584,48461.61283,99.65738633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2210319827,,,,0.1210999227,0.3461420099,,0.311726,,,
47,1039,1200.0,10.0,,14.17889852,,,,21.38634356,,8.23874,,10.0,4.823274831,,,,0.0,,11.827,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,76.84454376,,,46.1964102,,32.6124,40.0,,,4.153282892,,,32.41724624,,47.3218,7.69629,,13.92154194,,,,17.31400123,,6.07086,,8.13176,5.003682735,,,,0.0,,9.20803,,,,,,,,,,,,,,,,,,,,,,,,,30.1611,,,73.92033714,,,36.64166419,,23.5439,54.0108,,,7.154438181,,,46.04433458,,61.1772,1.0,5.0,Liquid+Bcc+Laves_C15,-94704.07668,44884.21456,94.75497488,-86287.97921,33711.02177,81.45742184,-90362.37828,26057.9307,79.02814308,,,,,,,-96644.47123,48589.22558,98.58717497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1461576821,,,,,0.06792540087,,0.785917,,,
48,104,1200.0,10.0,,,,,,13.56900618,,6.57125,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,7.030123149,,12.8532,,,40.0,,,,,,45.6814364,,34.5418,40.0,,,,,,33.71943427,,46.0337,7.77755,,,,,,10.94655381,,4.94034,,,,,,,,,,,,,,,,,,,,,,7.16188,,,,,,,5.222476753,,8.89821,,,30.4796,,,,,,36.10565132,,25.4425,54.581,,,,,,47.72531811,,60.7189,1.0,5.0,Liquid+Laves_C15,-92034.59142,40528.8956,89.98641484,,,,-91296.99052,30482.0729,82.66575937,,,,,,,-92743.20532,50180.88787,97.01937562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4899783202,,0.510022,,,
49,1040,1200.0,,,,,,,,,,,10.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,40.0,50.0,,,,,,,,50.0,,,,,,,,,,,7.68551,,,,,,,7.68551,,,,,,,,,,,,,,,,,,,,,,,,,28.506,,,,,,,,28.506,63.8085,,,,,,,,63.8085,1.0,5.0,Liquid,-93477.2845,48500.57068,96.3770527,,,,,,,,,,,,,-93477.2845,48500.57068,96.3770527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
50,1041,1200.0,40.0,,40.0,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,50.0,,,,,,,,,,,,,,,40.1799,,40.1799,,,,,,,,10.6133,10.6133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2068,,,49.2068,,,,,,,,,,,,,,,1.0,5.0,Bcc,-88235.44707,33253.8621,82.46906912,-88235.44707,33253.8621,82.46906912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
51,1042,1200.0,30.0,,29.7201,,,20.49422137,43.11663687,,,,10.0,7.87292,,,30.75501722,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,59.6814,,14.89921305,25.49906091,,,10.0,,,2.72561,,33.85154836,31.38430222,,,28.0121,,29.341,,,16.1400809,35.00841775,,,,9.86568,8.21228,,,25.59134837,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7404,,,57.7258,,11.49591836,20.28419829,,,16.3819,,,4.72093,,46.77265237,44.70738396,,,1.0,5.0,Bcc+Laves_C14+Laves_C15,-90968.87208,29916.39163,82.05903249,-88688.28516,33498.58236,82.94258393,-92243.33847,17760.85699,74.67277295,,,,-103050.3329,19548.86129,83.22247849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.757471,,,,0.1312466803,0.1112826734,,,,,
52,1043,1200.0,20.0,,19.4434,,,14.92869826,30.75973573,,10.41712704,,10.0,7.37641,,,27.42534166,0.0,,16.1948932,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,69.1317,,22.90179552,37.21607399,,29.07755986,20.0,,,4.04852,,34.74416456,32.02419028,,44.3104199,17.4457,,19.049,,,11.72717826,24.92563717,,7.788123448,,9.21642,7.63569,,,22.7628451,0.0,,12.79280749,,,,,,,,,,,,,,,,,,,,,,,,,42.7303,,,66.3565,,17.62573254,29.54610806,,21.29849327,30.6076,,,6.95883,,47.8842441,45.52825477,,58.12057579,1.0,5.0,Bcc+Liquid+Laves_C15+Laves_C14,-92269.99826,31400.08964,83.94941988,-88143.58192,33685.42531,82.69966211,-91593.07153,22347.34186,77.34474656,,,,-101607.7917,21902.05675,83.84064652,-98348.66584,48461.61283,99.65738633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.502216,,,,0.1520715355,0.2145085762,,0.1312040342,,,
53,1044,1200.0,10.0,,13.51674382,,,,,,7.70913,,10.0,5.47565798,,,,,,12.9472,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,76.9013837,,,,,32.4759,30.0,,,4.106214504,,,,,46.8677,8.18427,,13.27137321,,,,,,5.6922,,8.64735,5.680453422,,,,,,10.1008,,,,,,,,,,,,,,,,,,,,,,,,,40.0919,,,73.97483248,,,,,23.4932,43.0765,,,7.073340887,,,,,60.7138,1.0,5.0,Liquid+Bcc,-92855.68712,42691.99608,92.01213943,-86478.676,33771.40861,81.6278618,,,,,,,,,,-97009.79927,48503.04456,98.77666485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3944604996,,,,,,,0.60554,,,
54,1045,1200.0,,,,,,,,,,,10.0,4.776852552,,,,,,11.34,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,91.22235408,,,,,39.4245,40.0,,,4.000793365,,,,,49.2355,,,,,,,,,,,8.14447,4.975510471,,,,,,8.74648,,,,,,,,,,,,,,,,,,,,,,,,,37.7603,,,88.10493404,,,,,28.1962,54.0952,,,6.919555484,,,,,63.0574,1.0,5.0,Liquid+Bcc,-91552.27703,45825.49634,93.25443667,-81661.11772,35777.66192,79.71949879,,,,,,,,,,-94089.83867,48403.25273,96.72680406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2041691695,,,,,,,0.795831,,,
55,1046,1200.0,30.0,,30.0,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,60.0,,,,,,,,,,,,,,,30.1964,,30.1964,,,,,,,,10.635,10.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1686,,,59.1686,,,,,,,,,,,,,,,1.0,5.0,Bcc,-88496.85394,32876.92642,82.39064614,-88496.85394,32876.92642,82.39064614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
56,1047,1200.0,20.0,,20.0716,,,15.33163556,31.64243907,,,,10.0,7.40872,,,27.69833775,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,68.5681,,22.31824458,36.39379193,,,10.0,,,3.95158,,34.65178211,31.963769,,,18.7101,,19.676,,,12.04771883,25.64693055,,,,9.88438,7.67363,,,22.99709359,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9926,,,65.8542,,17.1823446,28.9000642,,,16.4129,,,6.79619,,47.77284298,45.45300524,,,1.0,5.0,Bcc+Laves_C14+Laves_C15,-90388.65488,31260.95175,82.57788183,-88203.07941,33655.08797,82.71945653,-91672.55426,22010.27271,77.16989239,,,,-101742.652,21707.80475,83.80033044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.798235,,,,0.147521608,0.05424334998,,,,,
57,1048,1200.0,10.0,,12.0622,,,,,,6.653590071,,10.0,6.8505,,,,,,15.11093664,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,77.062,,,,,32.31222474,20.0,,,4.02536,,,,,45.92324855,8.73832,,11.8416,,,,,,4.934197099,,9.23275,7.10577,,,,,,11.84008302,,,,,,,,,,,,,,,,,,,,,,,,,51.3671,,,74.1195,,,,,23.47650108,30.6618,,,6.93314,,,,,59.7492188,1.0,5.0,Bcc+Liquid,-90951.06417,39423.1335,88.50028692,-86830.71204,33923.06852,81.96977942,,,,,,,,,,-97637.47035,48348.50377,99.09783397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.618725,,,,,,,0.3812754963,,,
58,1049,1200.0,,,,,,,,,,,10.0,5.800485454,,,,,,12.9635,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,90.24234041,,,,,38.6584,30.0,,,3.957174135,,,,,48.3781,,,,,,,,,,,8.66172,6.03904221,,,,,,10.0383,,,,,,,,,,,,,,,,,,,,,,,,,48.1902,,,87.1198702,,,,,27.7576,43.1481,,,6.841087593,,,,,62.2042,1.0,5.0,Liquid+Bcc,-89589.27038,43116.67998,90.08312145,-82205.99714,35778.76018,80.09011799,,,,,,,,,,-94799.5515,48294.95575,97.13505567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4137260197,,,,,,,0.586274,,,
59,105,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,11.09448681,,,,,,9.76696,,,40.0,,,20.19995622,,,,,44.2158,50.0,,,68.70555697,,,,,46.0172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76493,,,6.786099148,,,,,,6.75983,,,28.7902,,,13.14574671,,,,,32.5594,64.4448,,,80.06815414,,,,,60.6808,1.0,5.0,Liquid+Bcc,-90251.08131,48176.12401,93.96680943,-93782.54619,40461.11302,91.12694512,,,,,,,,,,-89499.16082,49818.8063,94.57147413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1755435067,,,,,,,0.824456,,,
60,1050,1200.0,20.0,,20.0,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,70.0,,,,,,,,,,,,,,,20.1721,,20.1721,,,,,,,,10.6567,10.6567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1712,,,69.1712,,,,,,,,,,,,,,,1.0,5.0,Bcc,-87986.91063,32692.37229,81.91920912,-87986.91063,32692.37229,81.91920912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
61,1051,1200.0,10.0,,10.7472,,,,,,5.722110191,,10.0,8.65999,,,,,,17.67206272,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,76.6387,,,,,31.99108403,10.0,,,3.95417,,,,,44.61474306,9.37284,,10.5448,,,,,,4.269890906,,9.90316,8.97765,,,,,,13.93319504,,,,,,,,,,,,,,,,,,,,,,,,,64.2799,,,73.6709,,,,,23.3881341,16.4441,,,6.80669,,,,,58.40877995,1.0,5.0,Bcc+Liquid,-88975.16261,36207.16216,84.97595274,-87344.63672,34112.28005,82.44708059,,,,,,,,,,-98310.55553,48201.17446,99.45472626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85131,,,,,,,0.1486903123,,,
62,1052,1200.0,,,,,,,,,,,10.0,7.12066,,,,,,14.88622149,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,88.9626,,,,,37.82068482,20.0,,,3.91677,,,,,47.29309368,,,,,,,,,,,9.24913,7.40839,,,,,,11.58590019,,,,,,,,,,,,,,,,,,,,,,,,,60.0347,,,85.8251,,,,,27.29466958,30.7162,,,6.76656,,,,,61.11943023,1.0,5.0,Bcc+Liquid,-87580.09413,40383.28585,86.86378168,-82873.91775,35788.478,80.55011082,,,,,,,,,,-95566.43568,48180.63594,97.57802778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.629216,,,,,,,0.3707835125,,,
63,1053,1200.0,10.0,,10.0,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,80.0,,,,,,,,,,,,,,,10.1067,,10.1067,,,,,,,,10.6786,10.6786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2147,,,79.2147,,,,,,,,,,,,,,,1.0,5.0,Bcc,-86511.71873,33139.17606,81.22112126,-86511.71873,33139.17606,81.22112126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
64,1054,1200.0,,,,,,,,,,,10.0,8.78969,,,,,,17.11612103,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,87.3261,,,,,36.92563309,10.0,,,3.88424,,,,,45.95824589,,,,,,,,,,,9.92202,9.13559,,,,,,13.40662575,,,,,,,,,,,,,,,,,,,,,,,,,73.6026,,,84.1608,,,,,26.81916386,16.4754,,,6.70357,,,,,59.7742104,1.0,5.0,Bcc+Liquid,-85515.88175,37593.16347,83.56857429,-83670.70857,35811.60883,81.10668798,,,,,,,,,,-96364.7765,48068.00609,98.04350038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.854643,,,,,,,0.1453571225,,,
65,1055,1200.0,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,10.7005,10.7005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2995,,,89.2995,,,,,,,,,,,,,,,1.0,5.0,Bcc,-82986.83572,34850.28601,79.98990037,-82986.83572,34850.28601,79.98990037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
66,1056,1200.0,80.0,,80.0,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,10.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.181,,80.181,,,,,,,,10.5897,10.5897,,,,,,,,,,,,,,,,,,,9.22924,,,9.22924,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Bcc,-76231.85896,35262.05452,75.6840196,-76231.85896,35262.05452,75.6840196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
